date,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,dividend_yield,PER,PBR,Volume,BuyAmount,SellAmount,0,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio
2021-07-28,39744486.0,22884618824.0,576.0,579.0,573.0,579.0,-1.0,75078.0,1.73,27.77,7.74,2432000.0,1417582000.0,1422121000.0,124557799000.0,569.0,10.0,6482595.0,804.0,28803.0,29048.0,1.0,34.0,0.0,6482595.0,145.0,270.0,159.0,6523735133,19406645325,25.15,74.84,100.0,100.0
2021-07-29,25014772.0,14525643464.0,585.0,585.0,577.0,583.0,4.0,26868.0,1.72,27.96,7.8,2379000.0,1408078000.0,1410274000.0,124557799000.0,197.0,10.0,6482595.0,172.0,28818.0,28803.0,1.0,143.0,0.0,6482595.0,21.0,148.0,270.0,6519382267,19410998191,25.14,74.85,100.0,100.0
2021-07-30,26141286.0,15170421873.0,581.0,582.0,578.0,580.0,-3.0,16353.0,1.72,27.82,7.76,2528000.0,1506600000.0,1507066000.0,124557799000.0,118.0,15.0,6482595.0,330.0,28591.0,28818.0,0.0,17.0,0.0,6482595.0,43.0,174.0,148.0,6549140533,19381239925,25.25,74.74,100.0,100.0
2021-08-02,24948096.0,14593329483.0,583.0,590.0,580.0,590.0,10.0,19791.0,1.69,28.3,7.89,1533000.0,913256000.0,914222000.0,124557799000.0,90.0,75.0,6482595.0,882.0,27724.0,28591.0,0.0,10.0,0.0,6482595.0,46.0,210.0,174.0,6571057789,19359322669,25.34,74.65,100.0,100.0
2021-08-03,28104984.0,16655446605.0,594.0,594.0,590.0,594.0,4.0,20221.0,1.68,28.49,7.94,1372000.0,810213000.0,812996000.0,124557799000.0,197.0,17.0,6482595.0,744.0,27160.0,27724.0,0.0,8.0,0.0,6482595.0,53.0,255.0,210.0,6575523780,19354856678,25.35,74.64,100.0,100.0
2021-08-04,23714971.0,14132827829.0,598.0,598.0,594.0,596.0,2.0,18228.0,1.68,28.59,7.97,3311000.0,1945285000.0,1948449000.0,137427162000.0,323.0,21.0,6482595.0,630.0,26832.0,27160.0,0.0,9.0,11.0,6482595.0,87.0,322.0,255.0,6582429481,19347950977,25.38,74.61,100.0,100.0
2021-08-05,15673765.0,9343887536.0,598.0,598.0,593.0,596.0,0.0,15495.0,1.68,28.59,7.97,2434000.0,1439991000.0,1443871000.0,137427162000.0,120.0,3.0,6482595.0,464.0,26485.0,26832.0,2.0,2.0,10.0,6482595.0,10.0,320.0,322.0,6573530377,19356850081,25.35,74.64,100.0,100.0
2021-08-06,13994018.0,8275142201.0,596.0,596.0,588.0,591.0,-5.0,13742.0,1.69,28.35,7.9,3525000.0,2070769000.0,2073895000.0,137427162000.0,156.0,8.0,6482595.0,230.0,26403.0,26485.0,0.0,32.0,83.0,6482595.0,10.0,215.0,320.0,6578923474,19351456984,25.37,74.62,100.0,100.0
2021-08-09,17611955.0,10366798182.0,590.0,595.0,583.0,595.0,4.0,15068.0,1.68,28.54,7.96,1364000.0,798511000.0,798783000.0,137427162000.0,91.0,16.0,6482595.0,219.0,26259.0,26403.0,3.0,32.0,0.0,6482595.0,22.0,205.0,215.0,6583963091,19346417367,25.39,74.6,100.0,100.0
2021-08-10,17620825.0,10435618093.0,596.0,596.0,589.0,591.0,-4.0,13983.0,1.69,28.35,7.9,2766000.0,1605697000.0,1607628000.0,137427162000.0,101.0,2.0,6482595.0,166.0,26192.0,26259.0,1.0,2.0,0.0,6482595.0,29.0,232.0,205.0,6584646175,19345734283,25.39,74.6,100.0,100.0
2021-08-11,20311399.0,11943131619.0,590.0,590.0,585.0,590.0,-1.0,18548.0,1.69,28.3,7.89,3669000.0,2132305000.0,2137265000.0,137427162000.0,103.0,10.0,6482595.0,419.0,25866.0,26192.0,0.0,29.0,0.0,6482595.0,11.0,214.0,232.0,6594739485,19335640973,25.43,74.56,100.0,100.0
2021-08-12,16031265.0,9383967628.0,586.0,588.0,584.0,586.0,-4.0,15202.0,1.71,28.11,7.84,1923000.0,1114697000.0,1116263000.0,137427162000.0,249.0,12.0,6482595.0,53.0,26050.0,25866.0,0.0,29.0,0.0,6482595.0,9.0,194.0,214.0,6595140201,19335240257,25.43,74.56,100.0,100.0
2021-08-13,25440973.0,14769155709.0,585.0,585.0,579.0,581.0,-5.0,36198.0,1.72,27.19,7.56,7291000.0,4153790000.0,4164961000.0,137427162000.0,492.0,10.0,6482595.0,170.0,26362.0,26050.0,1.0,45.0,0.0,6482595.0,12.0,161.0,194.0,6596568439,19333812019,25.43,74.56,100.0,100.0
2021-08-16,19949389.0,11612486234.0,582.0,586.0,578.0,584.0,3.0,17055.0,1.71,27.33,7.6,5968000.0,3363839000.0,3374552000.0,137427162000.0,147.0,11.0,6482595.0,470.0,26028.0,26362.0,0.0,8.0,0.0,6482595.0,27.0,180.0,161.0,6588194048,19342186410,25.4,74.59,100.0,100.0
2021-08-17,31845499.0,18475506150.0,580.0,582.0,578.0,580.0,-4.0,19184.0,1.72,27.14,7.55,12130000.0,6744139000.0,6756319000.0,137427162000.0,203.0,12.0,6482595.0,227.0,25992.0,26028.0,2.0,8.0,0.0,6482595.0,71.0,243.0,180.0,6578378652,19352001806,25.36,74.63,100.0,100.0
2021-08-18,47063629.0,26855353529.0,568.0,575.0,566.0,574.0,-6.0,86118.0,1.74,26.86,7.47,5957000.0,3371429000.0,3378067000.0,137427162000.0,1339.0,7.0,6482595.0,186.0,27138.0,25992.0,5.0,136.0,0.0,6482595.0,25.0,132.0,243.0,6571882027,19358498431,25.34,74.65,100.0,100.0
2021-08-19,42133375.0,23766228074.0,573.0,573.0,559.0,559.0,-15.0,119048.0,1.79,26.16,7.28,3321000.0,1901921000.0,1903123000.0,137427162000.0,1067.0,22.0,6482595.0,575.0,27608.0,27138.0,7.0,30.0,0.0,6482595.0,459.0,561.0,132.0,6568231850,19362148608,25.33,74.66,100.0,100.0
2021-08-20,47741449.0,26565551162.0,560.0,563.0,551.0,552.0,-7.0,72684.0,1.81,25.83,7.19,4744000.0,2747841000.0,2755943000.0,137427162000.0,863.0,108.0,6482595.0,415.0,27948.0,27608.0,16.0,450.0,0.0,6482595.0,156.0,267.0,561.0,6568841222,19361539236,25.33,74.66,100.0,100.0
2021-08-23,34775337.0,19688362857.0,560.0,572.0,559.0,566.0,14.0,30421.0,1.77,26.49,7.37,9022000.0,5366695000.0,5383925000.0,137427162000.0,2303.0,24.0,6482595.0,1016.0,29211.0,27948.0,1.0,23.0,1.0,6482595.0,32.0,275.0,267.0,6567949903,19362430555,25.32,74.67,100.0,100.0
2021-08-24,27397309.0,15697269609.0,574.0,575.0,571.0,572.0,6.0,21032.0,1.75,26.77,7.45,1840000.0,1096626000.0,1098591000.0,137427162000.0,280.0,28.0,6482595.0,1744.0,27719.0,29211.0,1.0,6.0,0.0,6482595.0,25.0,294.0,275.0,6566519688,19363860770,25.32,74.67,100.0,100.0
2021-08-25,28867651.0,16769849402.0,579.0,585.0,574.0,585.0,13.0,29096.0,1.71,27.37,7.62,2980000.0,1790005000.0,1792034000.0,137427162000.0,1361.0,26.0,6482595.0,1541.0,27513.0,27719.0,18.0,49.0,0.0,6482595.0,118.0,363.0,294.0,6561855106,19368525352,25.3,74.69,100.0,100.0
2021-08-26,45027320.0,26834160811.0,601.0,603.0,591.0,594.0,9.0,42735.0,1.68,27.8,7.73,9104000.0,5515089000.0,5535925000.0,137427162000.0,2051.0,12.0,6482595.0,1755.0,27797.0,27513.0,10.0,67.0,0.0,6482595.0,138.0,434.0,363.0,6564730537,19365649921,25.31,74.68,100.0,100.0
2021-08-27,29459532.0,17596859741.0,596.0,600.0,593.0,599.0,5.0,31217.0,1.67,28.03,7.8,5686000.0,3476299000.0,3483576000.0,137427162000.0,1128.0,14.0,6482595.0,1145.0,27766.0,27797.0,0.0,79.0,2.0,6482595.0,71.0,424.0,434.0,6571396679,19358983779,25.34,74.65,100.0,100.0
2021-08-30,40606821.0,24425472555.0,602.0,605.0,599.0,605.0,6.0,43096.0,1.65,28.31,7.88,3381000.0,2070513000.0,2066407000.0,137427162000.0,848.0,17.0,6482595.0,1174.0,27423.0,27766.0,1.0,7.0,0.0,6482595.0,40.0,457.0,424.0,6568809584,19361570874,25.33,74.66,100.0,100.0
2021-08-31,58916407.0,35867753009.0,604.0,614.0,598.0,614.0,9.0,46791.0,1.63,28.73,7.99,5899000.0,3630513000.0,3643679000.0,137427162000.0,561.0,13.0,6482595.0,1614.0,26357.0,27423.0,8.0,71.0,67.0,6482595.0,289.0,608.0,457.0,6573510175,19356870283,25.35,74.64,100.0,100.0
2021-09-01,31242788.0,19126702297.0,614.0,614.0,608.0,613.0,-1.0,30125.0,1.63,28.69,7.98,10458000.0,6569778000.0,6589264000.0,152685418000.0,879.0,13.0,6482595.0,947.0,26276.0,26357.0,1.0,285.0,18.0,6482595.0,33.0,338.0,608.0,6598556568,19331823890,25.44,74.55,100.0,100.0
2021-09-02,26715492.0,16341803689.0,613.0,615.0,607.0,607.0,-6.0,26153.0,1.65,28.4,7.9,5312000.0,3334651000.0,3331945000.0,152685418000.0,1176.0,4.0,6482595.0,661.0,26787.0,26276.0,1.0,50.0,9.0,6482595.0,11.0,290.0,338.0,6620972482,19309407976,25.53,74.46,100.0,100.0
2021-09-03,53915006.0,33278648609.0,610.0,620.0,610.0,620.0,13.0,62288.0,1.61,29.01,8.07,6999000.0,4336733000.0,4340339000.0,152685418000.0,2673.0,17.0,6482595.0,2358.0,27085.0,26787.0,17.0,29.0,3.0,6482595.0,82.0,340.0,290.0,6641586675,19288793783,25.61,74.38,100.0,100.0
2021-09-06,59223061.0,37250623087.0,623.0,638.0,621.0,631.0,11.0,77024.0,1.58,29.53,8.22,4474000.0,2750019000.0,2756785000.0,152685418000.0,3656.0,27.0,6482595.0,2351.0,28363.0,27085.0,12.0,105.0,0.0,6482595.0,108.0,343.0,340.0,6644785333,19285595125,25.62,74.37,100.0,100.0
2021-09-07,27422775.0,17191259166.0,634.0,634.0,623.0,623.0,-8.0,29823.0,1.61,29.15,8.11,2878000.0,1777590000.0,1782273000.0,152685418000.0,1305.0,18.0,6482595.0,1917.0,27733.0,28363.0,4.0,79.0,7.0,6482595.0,10.0,267.0,343.0,6640530287,19289850171,25.6,74.39,100.0,100.0
2021-09-08,38713621.0,23960375113.0,622.0,627.0,612.0,619.0,-4.0,38267.0,1.62,28.97,8.06,1114000.0,687060000.0,685171000.0,152685418000.0,959.0,17.0,6482595.0,2857.0,25818.0,27733.0,6.0,95.0,50.0,6482595.0,33.0,155.0,267.0,6634377556,19296002902,25.58,74.41,100.0,100.0
2021-09-09,19309522.0,11886107760.0,612.0,620.0,610.0,619.0,0.0,19569.0,1.62,28.97,8.06,638000.0,392476000.0,391879000.0,152685418000.0,891.0,3.0,6482595.0,549.0,26157.0,25818.0,4.0,37.0,3.0,6482595.0,11.0,126.0,155.0,6628500030,19301880428,25.56,74.43,100.0,100.0
2021-09-10,16740439.0,10365721937.0,615.0,623.0,614.0,622.0,3.0,17067.0,1.61,29.11,8.1,1727000.0,1053813000.0,1052738000.0,152685418000.0,693.0,7.0,6482595.0,588.0,26255.0,26157.0,0.0,115.0,11.0,6482595.0,0.0,0.0,126.0,6617865103,19312515355,25.52,74.47,100.0,100.0
2021-09-13,15809768.0,9734528161.0,619.0,620.0,613.0,615.0,-7.0,21779.0,1.63,28.78,8.01,1961000.0,1182878000.0,1179644000.0,152685418000.0,664.0,7.0,6482595.0,977.0,25935.0,26255.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,6599135521,19331244937,25.44,74.55,100.0,100.0
2021-09-14,16024935.0,9849961184.0,618.0,618.0,612.0,613.0,-2.0,13569.0,1.63,28.69,7.98,8559000.0,5156459000.0,5142326000.0,152685418000.0,360.0,5.0,6482595.0,451.0,25839.0,25935.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,6574094395,19356286063,25.35,74.64,100.0,100.0
2021-09-15,26041452.0,15872971715.0,610.0,613.0,607.0,607.0,-6.0,24839.0,1.65,28.4,7.9,5750000.0,3370965000.0,3373549000.0,152685418000.0,633.0,12.0,6482595.0,711.0,25749.0,25839.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,6566735842,19363644616,25.32,74.67,100.0,100.0
2021-09-16,23315040.0,14030697248.0,603.0,607.0,599.0,600.0,0.0,31437.0,1.67,28.08,7.81,3473000.0,2048108000.0,2048750000.0,152685418000.0,568.0,20.0,6482595.0,339.0,25958.0,25749.0,14.0,0.0,0.0,6482595.0,49.0,49.0,0.0,6560163313,19370217145,25.29,74.7,100.0,100.0
2021-09-17,42383815.0,25510152115.0,600.0,610.0,599.0,600.0,0.0,18681.0,1.67,28.08,7.81,2461000.0,1459740000.0,1466910000.0,152685418000.0,1477.0,31.0,6482595.0,362.0,27042.0,25958.0,14.0,15.0,0.0,6482595.0,27.0,61.0,49.0,6531165800,19399214658,25.18,74.81,100.0,100.0
2021-09-22,42732169.0,25056693727.0,586.0,589.0,583.0,586.0,-14.0,70389.0,1.71,27.42,7.63,3327000.0,1986510000.0,1992554000.0,152685418000.0,1317.0,9.0,6482595.0,1160.0,27190.0,27042.0,2.0,12.0,0.0,6482595.0,21.0,70.0,61.0,6513786524,19416593934,25.12,74.87,100.0,100.0
2021-09-23,22736266.0,13406035166.0,588.0,593.0,588.0,588.0,2.0,22991.0,1.7,27.52,7.66,1451000.0,862050000.0,862311000.0,152685418000.0,333.0,14.0,6482595.0,450.0,27059.0,27190.0,1.0,4.0,0.0,6482595.0,14.0,80.0,70.0,6514520579,19415859879,25.12,74.87,100.0,100.0
2021-09-24,17302848.0,10289114839.0,591.0,598.0,590.0,598.0,10.0,15796.0,1.67,27.98,7.79,6946000.0,4023764000.0,4025491000.0,152685418000.0,203.0,20.0,6482595.0,623.0,26619.0,27059.0,1.0,1.0,0.0,6482595.0,22.0,101.0,80.0,6507321956,19423058502,25.09,74.9,100.0,100.0
2021-09-27,20034221.0,11993300562.0,600.0,602.0,593.0,602.0,4.0,16349.0,1.66,28.17,7.84,4564000.0,2643673000.0,2647540000.0,152685418000.0,136.0,14.0,6482595.0,464.0,26277.0,26619.0,4.0,3.0,2.0,6482595.0,50.0,146.0,101.0,6508937736,19421442722,25.1,74.89,100.0,100.0
2021-09-28,17325896.0,10291543822.0,595.0,596.0,592.0,594.0,-8.0,16496.0,1.68,27.8,7.73,5388000.0,3088688000.0,3093286000.0,152685418000.0,451.0,11.0,6482595.0,119.0,26598.0,26277.0,0.0,42.0,0.0,6482595.0,4.0,108.0,146.0,6507683109,19422697349,25.09,74.9,100.0,100.0
2021-09-29,51834124.0,30040354500.0,580.0,583.0,577.0,580.0,-14.0,95024.0,1.72,27.14,7.55,2938000.0,1679903000.0,1679134000.0,152685418000.0,1491.0,9.0,6482595.0,972.0,27108.0,26598.0,6.0,48.0,0.0,6482595.0,29.0,89.0,108.0,6510507054,19419873404,25.1,74.89,100.0,100.0
2021-09-30,36318623.0,21054651328.0,580.0,585.0,575.0,580.0,0.0,32973.0,1.72,27.14,7.55,7405000.0,4184078000.0,4202769000.0,152685418000.0,389.0,12.0,6482595.0,235.0,27250.0,27108.0,3.0,15.0,0.0,6482595.0,25.0,99.0,89.0,6507028820,19423351638,25.09,74.9,100.0,100.0
2021-10-01,39006124.0,22368447571.0,579.0,579.0,571.0,574.0,-6.0,78088.0,1.74,26.86,7.47,8054000.0,4576272000.0,4587504000.0,134539477000.0,731.0,19.0,6482595.0,521.0,27441.0,27250.0,1.0,30.0,0.0,6482595.0,13.0,82.0,99.0,6506969618,19423410840,25.09,74.9,100.0,100.0
2021-10-04,22288138.0,12741914919.0,574.0,575.0,569.0,572.0,-2.0,42147.0,1.75,26.77,7.45,5398000.0,3114246000.0,3121008000.0,134539477000.0,445.0,12.0,6482595.0,517.0,27357.0,27441.0,3.0,21.0,0.0,6482595.0,74.0,135.0,82.0,6500769091,19429611367,25.07,74.92,100.0,100.0
2021-10-05,36063650.0,20406526124.0,562.0,572.0,560.0,572.0,0.0,56678.0,1.75,26.77,7.45,3429000.0,1977467000.0,1984265000.0,134539477000.0,691.0,5.0,6482595.0,263.0,27780.0,27357.0,18.0,64.0,0.0,6482595.0,8.0,79.0,135.0,6505157553,19425222905,25.08,74.91,100.0,100.0
2021-10-06,33989379.0,19345468774.0,573.0,574.0,565.0,571.0,-1.0,53606.0,1.75,26.72,7.43,6470000.0,3677984000.0,3689934000.0,134539477000.0,547.0,5.0,6482595.0,220.0,28102.0,27780.0,4.0,16.0,0.0,6482595.0,56.0,119.0,79.0,6522371129,19408009329,25.15,74.84,100.0,100.0
2021-10-07,28480400.0,16458019782.0,575.0,582.0,572.0,580.0,9.0,23304.0,1.72,27.14,7.55,3146000.0,1797491000.0,1797023000.0,134539477000.0,532.0,16.0,6482595.0,804.0,27814.0,28102.0,1.0,31.0,0.0,6482595.0,45.0,133.0,119.0,6526047640,19404332818,25.16,74.83,100.0,100.0
2021-10-08,22601904.0,13051944932.0,582.0,583.0,573.0,575.0,-5.0,24157.0,1.74,26.91,7.49,2628000.0,1512510000.0,1513046000.0,134539477000.0,478.0,12.0,6482595.0,355.0,27925.0,27814.0,20.0,15.0,0.0,6482595.0,9.0,127.0,133.0,6521684837,19408695621,25.15,74.84,100.0,100.0
2021-10-12,27126088.0,15455194493.0,570.0,575.0,564.0,575.0,0.0,32210.0,1.74,26.91,7.49,6724000.0,3979291000.0,3990872000.0,134539477000.0,457.0,10.0,6482595.0,332.0,28040.0,27925.0,8.0,23.0,0.0,6482595.0,22.0,126.0,127.0,6518557699,19411822759,25.13,74.86,100.0,100.0
2021-10-13,19267437.0,11006807040.0,572.0,575.0,570.0,571.0,-4.0,18050.0,1.75,26.72,7.43,3333000.0,1986866000.0,1997928000.0,134539477000.0,515.0,12.0,6482595.0,124.0,28419.0,28040.0,0.0,5.0,1.0,6482595.0,27.0,147.0,126.0,6522984050,19407396408,25.15,74.84,100.0,100.0
2021-10-14,14270641.0,8213170376.0,579.0,579.0,573.0,573.0,2.0,14814.0,1.75,26.81,7.46,2339000.0,1397763000.0,1399425000.0,134539477000.0,442.0,41.0,6482595.0,529.0,28291.0,28419.0,0.0,9.0,0.0,6482595.0,16.0,154.0,147.0,6547603881,19382776577,25.25,74.74,100.0,100.0
2021-10-15,55305252.0,32878638999.0,592.0,600.0,586.0,600.0,27.0,61088.0,1.67,28.08,7.81,1676000.0,1005099000.0,1006327000.0,134539477000.0,791.0,40.0,6482595.0,2650.0,26392.0,28291.0,14.0,37.0,0.0,6482595.0,211.0,328.0,154.0,6552830876,19377549582,25.27,74.72,100.0,100.0
2021-10-18,19753943.0,11802365489.0,604.0,604.0,590.0,590.0,-10.0,21353.0,1.69,27.61,7.68,3387000.0,2031321000.0,2029214000.0,134539477000.0,608.0,19.0,6482595.0,820.0,26161.0,26392.0,5.0,96.0,0.0,6482595.0,23.0,255.0,328.0,6565172592,19365207866,25.31,74.68,100.0,100.0
2021-10-19,18709936.0,11196540994.0,598.0,600.0,593.0,600.0,10.0,20482.0,1.67,28.08,7.81,1556000.0,929071000.0,932638000.0,134539477000.0,341.0,61.0,6482595.0,635.0,25806.0,26161.0,2.0,6.0,10.0,6482595.0,51.0,290.0,255.0,6573643535,19356736923,25.35,74.64,100.0,100.0
2021-10-20,17537878.0,10527701553.0,603.0,604.0,597.0,598.0,-2.0,16410.0,1.67,27.98,7.79,3277000.0,1944292000.0,1946111000.0,134539477000.0,209.0,12.0,6482595.0,483.0,25520.0,25806.0,0.0,36.0,0.0,6482595.0,18.0,272.0,290.0,6591192373,19339188085,25.41,74.58,100.0,100.0
2021-10-21,16882324.0,10116911921.0,602.0,603.0,595.0,596.0,-2.0,17599.0,1.68,27.89,7.76,3456000.0,2061953000.0,2066034000.0,134539477000.0,228.0,17.0,6482595.0,407.0,25324.0,25520.0,0.0,20.0,0.0,6482595.0,13.0,265.0,272.0,6598935631,19331444827,25.44,74.55,100.0,100.0
2021-10-22,14236279.0,8520299817.0,600.0,602.0,594.0,600.0,4.0,12812.0,1.67,28.08,7.81,1951000.0,1164250000.0,1165805000.0,134539477000.0,235.0,7.0,6482595.0,554.0,24998.0,25324.0,3.0,22.0,0.0,6482595.0,23.0,266.0,265.0,6597972283,19332408175,25.44,74.55,100.0,100.0
2021-10-25,17724968.0,10518554968.0,597.0,597.0,590.0,593.0,-7.0,16139.0,1.69,27.75,7.72,1938000.0,1151332000.0,1153221000.0,134539477000.0,444.0,5.0,6482595.0,299.0,25138.0,24998.0,0.0,64.0,4.0,6482595.0,10.0,208.0,266.0,6600731992,19329648466,25.45,74.54,100.0,100.0
2021-10-26,27047187.0,16169131795.0,595.0,600.0,593.0,599.0,6.0,13081.0,1.67,28.03,7.8,2144000.0,1267305000.0,1267332000.0,134539477000.0,211.0,11.0,6482595.0,295.0,25043.0,25138.0,0.0,3.0,4.0,6482595.0,13.0,214.0,208.0,6607392725,19322987733,25.48,74.51,100.0,100.0
2021-10-27,16260278.0,9708715733.0,598.0,599.0,594.0,599.0,0.0,12042.0,1.67,28.03,7.8,1955000.0,1155192000.0,1155127000.0,134539477000.0,121.0,5.0,6482595.0,206.0,24953.0,25043.0,0.0,6.0,0.0,6482595.0,3.0,211.0,214.0,6612798837,19317581621,25.5,74.49,100.0,100.0
2021-10-28,16927154.0,10066068774.0,598.0,598.0,591.0,595.0,-4.0,15065.0,1.68,27.84,7.75,2499000.0,1482072000.0,1481366000.0,134539477000.0,252.0,9.0,6482595.0,150.0,25046.0,24953.0,1.0,12.0,0.0,6482595.0,4.0,203.0,211.0,6613024397,19317356061,25.5,74.49,100.0,100.0
2021-10-29,27684673.0,16352758906.0,595.0,596.0,589.0,590.0,-5.0,19937.0,1.69,27.61,7.68,1210000.0,718420000.0,720457000.0,134539477000.0,795.0,38.0,6482595.0,202.0,25601.0,25046.0,0.0,20.0,0.0,6482595.0,2.0,185.0,203.0,6579931022,19350449436,25.37,74.62,100.0,100.0
2021-11-01,17110357.0,10107402871.0,591.0,593.0,590.0,590.0,0.0,13798.0,1.69,27.61,7.68,2300000.0,1356147000.0,1352382000.0,148267599000.0,339.0,7.0,6482595.0,304.0,25629.0,25601.0,4.0,6.0,0.0,6482595.0,1.0,180.0,185.0,6580578066,19349802392,25.37,74.62,100.0,100.0
2021-11-02,16544999.0,9808608554.0,594.0,597.0,590.0,592.0,2.0,11662.0,1.69,27.7,7.71,2484000.0,1481844000.0,1483894000.0,148267599000.0,286.0,10.0,6482595.0,340.0,25565.0,25629.0,0.0,4.0,0.0,6482595.0,1.0,177.0,180.0,6573803415,19356577043,25.35,74.64,100.0,100.0
2021-11-03,11404984.0,6773439607.0,597.0,597.0,592.0,592.0,0.0,8934.0,1.69,27.7,7.71,1801000.0,1081236000.0,1082073000.0,148267599000.0,87.0,6.0,6482595.0,217.0,25429.0,25565.0,0.0,4.0,0.0,6482595.0,0.0,173.0,177.0,6570948650,19359431808,25.34,74.65,100.0,100.0
2021-11-04,18888245.0,11112246412.0,592.0,594.0,585.0,587.0,-5.0,22171.0,1.7,27.47,7.64,5601000.0,3430594000.0,3432502000.0,148267599000.0,525.0,3.0,6482595.0,350.0,25601.0,25429.0,13.0,32.0,0.0,6482595.0,2.0,143.0,173.0,6567913207,19362467251,25.32,74.67,100.0,100.0
2021-11-05,35086799.0,20974569571.0,598.0,600.0,595.0,600.0,13.0,31929.0,1.67,28.08,7.81,1481000.0,904097000.0,904491000.0,148267599000.0,429.0,10.0,6482595.0,1295.0,24725.0,25601.0,1.0,23.0,0.0,6482595.0,234.0,354.0,143.0,6563746984,19366633474,25.31,74.68,100.0,100.0
2021-11-08,20886897.0,12544595323.0,600.0,602.0,598.0,602.0,2.0,17964.0,1.66,28.17,7.84,2506000.0,1509649000.0,1512947000.0,148267599000.0,188.0,1.0,6482595.0,666.0,24246.0,24725.0,0.0,112.0,8.0,6482595.0,6.0,240.0,354.0,6563494582,19366885876,25.31,74.68,100.0,100.0
2021-11-09,42340785.0,25935652781.0,611.0,617.0,610.0,611.0,9.0,42855.0,1.64,28.59,7.95,3122000.0,1894461000.0,1897884000.0,148267599000.0,549.0,25.0,6482595.0,1041.0,23729.0,24246.0,5.0,8.0,1.0,6482595.0,93.0,324.0,240.0,6556162496,19374217962,25.28,74.71,100.0,100.0
2021-11-10,18518512.0,11303615778.0,611.0,612.0,608.0,612.0,1.0,19147.0,1.63,28.64,7.97,1341000.0,816499000.0,816254000.0,148267599000.0,134.0,1.0,6482595.0,530.0,23332.0,23729.0,0.0,19.0,0.0,6482595.0,74.0,379.0,324.0,6553477453,19376903005,25.27,74.72,100.0,100.0
2021-11-11,20257792.0,12225622771.0,600.0,606.0,600.0,606.0,-6.0,16140.0,1.65,28.36,7.89,2248000.0,1370895000.0,1372090000.0,148267599000.0,223.0,42.0,6482595.0,471.0,23042.0,23332.0,8.0,82.0,8.0,6482595.0,3.0,292.0,379.0,6556010025,19374370433,25.28,74.71,100.0,100.0
2021-11-12,21373014.0,12801799429.0,610.0,611.0,602.0,604.0,-2.0,13869.0,1.66,27.33,7.54,1856000.0,1132261000.0,1136370000.0,148267599000.0,283.0,7.0,6482595.0,359.0,22959.0,23042.0,20.0,26.0,31.0,6482595.0,77.0,312.0,292.0,6559583846,19370796612,25.29,74.7,100.0,100.0
2021-11-15,17140935.0,10434209332.0,609.0,611.0,607.0,608.0,4.0,13140.0,1.64,27.51,7.59,3365000.0,2054867000.0,2060192000.0,148267599000.0,233.0,12.0,6482595.0,575.0,22605.0,22959.0,1.0,0.0,0.0,6482595.0,21.0,333.0,312.0,6561480339,19368900119,25.3,74.69,100.0,100.0
2021-11-16,21776308.0,13285168416.0,612.0,612.0,608.0,610.0,2.0,14487.0,1.64,27.6,7.62,3946000.0,2441907000.0,2442422000.0,148267599000.0,68.0,14.0,6482595.0,318.0,22341.0,22605.0,0.0,4.0,0.0,6482595.0,4.0,333.0,333.0,6558965561,19371414897,25.29,74.7,100.0,100.0
2021-11-17,21829653.0,13330782804.0,615.0,615.0,608.0,610.0,0.0,14807.0,1.64,27.6,7.62,2497000.0,1539313000.0,1539535000.0,148267599000.0,188.0,2.0,6482595.0,296.0,22231.0,22341.0,1.0,5.0,0.0,6482595.0,0.0,328.0,333.0,6557294123,19373086335,25.28,74.71,100.0,100.0
2021-11-18,22933191.0,14019057524.0,613.0,614.0,607.0,613.0,3.0,15913.0,1.63,27.74,7.66,3200000.0,1960554000.0,1961250000.0,148267599000.0,430.0,5.0,6482595.0,463.0,22193.0,22231.0,0.0,13.0,0.0,6482595.0,8.0,323.0,328.0,6561286230,19369094228,25.3,74.69,100.0,100.0
2021-11-19,38847820.0,24047156185.0,622.0,623.0,617.0,618.0,5.0,32179.0,1.62,27.96,7.72,2753000.0,1666133000.0,1670855000.0,148267599000.0,1371.0,20.0,6482595.0,904.0,22640.0,22193.0,2.0,5.0,0.0,6482595.0,18.0,336.0,323.0,6538842991,19391537467,25.21,74.78,100.0,100.0
2021-11-22,23296854.0,14354639781.0,618.0,618.0,615.0,615.0,-3.0,14108.0,1.63,27.83,7.68,1169000.0,705238000.0,706154000.0,148267599000.0,314.0,4.0,6482595.0,617.0,22333.0,22640.0,1.0,2.0,0.0,6482595.0,1.0,335.0,336.0,6534379009,19396001449,25.19,74.8,100.0,100.0
